original_sentence,orig_sent_id,changed_sentence,changed_sent_id,original_file_name,orig_ann,changed_ann
"У 2013 році мати Юрія Мірошниченка Валентина Кочура придбала двоповерховий будинок і 35 соток землі у Каліфорнії за адресою 4546 White Oak AveEncino, CA 91316-3829, які раніше належали американському комедійному актору, зірці серіалу “2,5 людини” Райану Стайлзу і його дружині.",2,"У 2013 році мати Ольги Мірошниченко Валентина Кочура придбала двоповерховий будинок і 35 соток землі у Каліфорнії за адресою 4546 White Oak AveEncino, CA 91316-3829, які раніше належали американській комедійній акторці, зірці серіалу “2,5 людини” Олександрі Стайлз і її чоловіку.",2,39c7437146fd.txt,"{'T18': ('актору', 'JOB')}","{'T18': ('акторці', 'JOB')}"
"Валентина Кочура вже через місяць переоформила будинок на компанію Real Market Research Inc, яка належить дружині нардепа – Софії Мірошниченко.",5,"Іван Кочура вже через місяць переоформив будинок на компанію Real Market Research Inc, яка належить чоловіку нардепки – Андрію Мірошниченко.",5,39c7437146fd.txt,"{'T25': ('нардепа', 'JOB')}","{'T25': ('нардепки', 'JOB')}"
"За вказаним номером телефону та прізвищем нардепа можна знайти ще один маєток у тій самій місцевості за адресою 3905 Lake Vista Ct Encino, CA 91316.",8,"За вказаним номером телефону та прізвищем нардепки можна знайти ще один маєток у тій самій місцевості за адресою 3905 Lake Vista Ct Encino, CA 91316.",8,39c7437146fd.txt,"{'T32': ('нардепа', 'JOB')}","{'T32': ('нардепки', 'JOB')}"
"«Можливо, нардеп колись міг його знімати, проте яке саме відношення має депутат українського парламенту до цього будинку, встановити на вдалося», – пише журналіст.",11,"«Можливо, нардепка колись могла його знімати, проте яке саме відношення має депутатка українського парламенту до цього будинку, встановити на вдалося», – пише журналістка.",11,39c7437146fd.txt,"{'T38': ('нардеп', 'JOB'), 'T39': ('депутат', 'JOB'), 'T40': ('журналіст', 'JOB')}","{'T38': ('нардепка', 'JOB'), 'T39': ('депутатка', 'JOB'), 'T40': ('журналістка', 'JOB')}"
"«Власником ВК «Промтехбуд» є Тертиця Анатолій Юрійович, уродженець м. Василівка Запорізької області, в той час як засновником ПМВКП «Ассоль» є Харченко Світлана Юріївна (дівоче прізвище Тертиця), яка також є уродженкою м. Василівка Запорізької області.",4,"«Власником ВК «Промтехбуд» є Тертиця Анатолій Юрійович, уродженець м. Василівка Запорізької області, в той час як засновницею ПМВКП «Ассоль» є Харченко Світлана Юріївна (дівоче прізвище Тертиця), яка також є уродженкою м. Василівка Запорізької області.",4,17f81040ab50.txt,"{'T16': ('засновником', 'JOB')}","{'T16': ('засновницею', 'JOB')}"
"Директором фірми «Ассоль» є Павло Харченко, екс-депутат Запорізької облради (2006-2010 рр.) від Прогресивної соціалістичної партії України.",6,"Директоркою фірми «Ассоль» є Ірина Харченко, екс-депутатка Запорізької облради (2006-2010 рр.) від Прогресивної соціалістичної партії України.",6,17f81040ab50.txt,"{'T25': ('екс-депутат', 'JOB')}","{'T25': ('екс-депутатка', 'JOB')}"
"Згідно із ЗУ «Про публічні закупівлі», дані учасники є пов'язаними особами, оскільки одна і та ж особа є їх засновником і володіє більше 25% у статутному капіталі обох підприємств.",7,"Згідно із ЗУ «Про публічні закупівлі», дані учасники є пов'язаними особами, оскільки одна і та ж особа є їх засновницею і володіє більше 25% у статутному капіталі обох підприємств.",7,7eae7aa310d7.txt,"{'T23': ('засновником', 'JOB')}","{'T23': ('засновницею', 'JOB')}"
Про виявлені журналістами факти експерти ГО «Центр громадського моніторингу та досліджень» поінформували Держаудитслужбу та АМКУ.,9,Про виявлені журналістками факти експертки ГО «Центр громадського моніторингу та досліджень» поінформували Держаудитслужбу та АМКУ.,9,7eae7aa310d7.txt,"{'T25': ('журналістами', 'JOB'), 'T26': ('експерти', 'JOB')}","{'T25': ('журналістками', 'JOB'), 'T26': ('експертки', 'JOB')}"
"Директором «Інкор-Групп» є відомий одеський бізнесмен Руслан Тарпан, який раніше особисто значився власником цієї компанії.",15,"Директоркою «Інкор-Групп» є відома одеська бізнесвумен Ганна Тарпан, яка раніше особисто значилася власницею цієї компанії.",15,b2541ea8cb83.txt,"{'T28': ('Директором', 'JOB')}","{'T28': ('Директоркою', 'JOB')}"
З цих грошей 282 грн. отримає фірма-посередник з оточення мера Староконстянтинова Миколи Мельничука.,1,З цих грошей 282 грн. отримає фірма-посередниця з оточення мера Староконстянтинова Марії Мельничук.,1,c99d1ad0cc3c.txt,"{'T7': ('мера', 'JOB')}","{'T7': ('мера', 'JOB')}"
Очолює цю фірму Василь Пецух – керівник староконстянтинівського футбольного клубу «Случ».,11,Очолює цю фірму Олександра Пецух – керівниця староконстянтинівського футбольного клубу «Случ».,11,c99d1ad0cc3c.txt,"{'T39': ('керівник', 'JOB')}","{'T39': ('керівниця', 'JOB')}"
"На виборах до Верховної Ради у 2014 році, коли міський голова Старокостянтинова Микола Мельничук балотувався у депутати, Пецух працював в його виборчому штабі.",12,"На виборах до Верховної Ради у 2014 році, коли міська голова Старокостянтинова Валентина Мельничук балотувалася у депутатки, Пецух працювала в її виборчому штабі.",12,c99d1ad0cc3c.txt,"{'T43': ('міський голова', 'JOB'), 'T46': ('депутати', 'JOB')}","{'T43': ('міська голова', 'JOB'), 'T46': ('депутатки', 'JOB')}"
Мер особисто підтримував кандидатуру Пецуха на посаду керівника місцевої райспоживспілки.,13,Очільниця особисто підтримувала кандидатуру Пецухи на посаду керівниці місцевої райспоживспілки.,13,c99d1ad0cc3c.txt,"{'T48': ('Мер', 'JOB'), 'T50': ('керівника', 'JOB')}","{'T48': ('Очільниця', 'JOB'), 'T50': ('керівниці', 'JOB')}"
"Одним з засновників «Сінтез ресурсу» минулого року був перший заступник директора ТОВ «Остхем Україна» Олег Кікта, зараз фірма перереєстрована на кіпрський офшор «Ганард венчерз лімітед».",5,"Однією з засновниць «Сінтез ресурсу» минулого року була перша заступниця директорки ТОВ «Остхем Україна» Олена Кікта, зараз фірма перереєстрована на кіпрський офшор «Ганард венчерз лімітед».",5,432e298a1354.txt,"{'T19': ('засновників', 'JOB'), 'T22': ('перший заступник директора', 'JOB')}","{'T19': ('засновниць', 'JOB'), 'T22': ('перша заступниця директорки', 'JOB')}"
"Директором фірми є Олег Вотінцев, відомий як комерційний директор «Кримського титану», що контролюється групою Дмитра Фірташа.",6,"Директоркою фірми є Олена Вотінцева, відома як комерційна директорка «Кримського титану», що контролюється групою Олексія Фірташа.",6,432e298a1354.txt,"{'T26': ('Директором', 'JOB'), 'T28': ('комерційний директор', 'JOB')}","{'T26': ('Директоркою', 'JOB'), 'T28': ('комерційна директорка', 'JOB')}"
"Держекоінспектори порахували, що сума збитків, зумовлених забрудненням земельних ресурсів, становить 6,19 млн грн., і звернулися до суду.",4,"Держекоінспекторки порахували, що сума збитків, зумовлених забрудненням земельних ресурсів, становить 6,19 млн грн., і звернулися до суду.",4,1c3c6180ad96.txt,"{'T14': ('Держекоінспектори', 'JOB')}","{'T14': ('Держекоінспекторки', 'JOB')}"
"Директором фірми є голова партії «Союз анархістів України», власник сайту «Храбро» Вадим Чорний.",14,"Директоркою фірми є голова партії «Союз анархістів України», власниця сайту «Храбро» Наталія Чорна.",14,1c3c6180ad96.txt,"{'T35': ('Директором', 'JOB'), 'T36': ('голова партії', 'JOB')}","{'T35': ('Директоркою', 'JOB'), 'T36': ('голова партії', 'JOB')}"
"Суд відмовив прокурору Макарівського району Київської області у задоволенні позову про скасування розпорядження райдержадміністрації, якими було змінено цільове призначення ділянок загальною площею 216,18 га.",0,"Суд відмовив прокурорці Макарівського району Київської області у задоволенні позову про скасування розпорядження райдержадміністрації, якими було змінено цільове призначення ділянок загальною площею 216,18 га.",0,04b2cf6b449e.txt,"{'T1': ('прокурору', 'JOB')}","{'T1': ('прокурорці', 'JOB')}"
У червні 2014 року прокурор Макарівського району звернувся до суду з вимогою скасувати розпорядження РДА про зміну цільового призначення землі і визнати недійсними держакти ТОВ «Едельвейс-Девелопмент» на ділянки.,11,У червні 2014 року прокурорка Макарівського району звернулася до суду з вимогою скасувати розпорядження РДА про зміну цільового призначення землі і визнати недійсними держакти ТОВ «Едельвейс-Девелопмент» на ділянки.,11,04b2cf6b449e.txt,"{'T19': ('прокурор', 'JOB')}","{'T19': ('прокурорка', 'JOB')}"
"Засновником ТОВ «Едельвейс-Девелопмент» є ТОВ «Едельвейс-Фінанс», засновниками якого є Ярослав Ватаманюк і «Райнер Холдінгс Корп.»",18,"Засновницею ТОВ «Едельвейс-Девелопмент» є ТОВ «Едельвейс-Фінанс», засновниками якого є Ярослав Ватаманюк і «Райнер Холдінгс Корп.».",18,04b2cf6b449e.txt,"{'T24': ('Засновником', 'JOB')}","{'T24': ('Засновницею', 'JOB')}"
"У Запоріжжі фонд працює з компанією-забудовником ТОВ «ІБК «Рассвет», яке належить екс-нардепу Петру Сабашуку.",3,"У Запоріжжі фонд працює з компанією-забудовником ТОВ «ІБК «Рассвет», яке належить екс-нардепці Олені Сабашук.",3,7248ab4edfe9.txt,"{'T10': ('екс-нардепу', 'JOB')}","{'T10': ('екс-нардепці', 'JOB')}"
Директором є Олена Павлишина.,13,Директоркою є Олена Павлишина.,13,9835fd136cb4.txt,"{'T27': ('Директором', 'JOB')}","{'T27': ('Директоркою', 'JOB')}"
"Відмітимо, що вказаний «ЕСГ-Україна» телефон: (056) 744-19-40 також використовувався ТОВ «Міленіум ФЛО», де засновник та керівник є Вячеслав Шеремет.",16,"Відмітимо, що вказаний «ЕСГ-Україна» телефон: (056) 744-19-40 також використовувався ТОВ «Міленіум ФЛО», де засновниця та керівниця є Ірина Шеремет.",16,9835fd136cb4.txt,"{'T34': ('засновник', 'JOB'), 'T35': ('керівник', 'JOB')}","{'T34': ('засновниця', 'JOB'), 'T35': ('керівниця', 'JOB')}"
"ПП «Ремоарт» належить Бердімурату Джумаєву, який влітку став й керівником компанії.",18,"ПП «Ремоарт» належить Валентині Джумаєвій, яка влітку стала керівницею компанії.",18,9835fd136cb4.txt,"{'T40': ('керівником', 'JOB')}","{'T40': ('компанії', 'JOB')}"
"Раніше до складу власників «СК інжинірингу» входила Лілія Близнюк, дружина колишнього губернатора Донецької області та міністра регіонального будівництва Анатолія Близнюка.",7,"Раніше до складу власників «СК інжинірингу» входив Василь Близнюк, чоловік колишньої губернаторки Донецької області та міністерки регіонального будівництва Лілії Близнюк.",7,348b96a54914.txt,"{'T21': ('губернатора', 'JOB'), 'T23': ('міністра регіонального будівництва', 'JOB')}","{'T21': ('губернаторки', 'JOB'), 'T23': ('міністерки регіонального будівництва', 'JOB')}"
"Іван Гветадзе є депутатом Донецької міськради від Партії регіонів, очолює постійну комісію з енергозбереження та енергоефективності міського господарства.",12,"Олена Гветадзе є депутаткою Донецької міськради від Партії регіонів, очолює постійну комісію з енергозбереження та енергоефективності міського господарства.",12,348b96a54914.txt,"{'T33': ('депутатом', 'JOB')}","{'T33': ('депутаткою', 'JOB')}"
Депутат Ленінської райради в Донецьку від Партії регіонів Теймураз Гветадзе також є бізнес-партнером дружини міністра молоді та спорту Ірини Сафіулліної (ТОВ «Тріол-Авто»).,13,Депутатка Ленінської райради в Донецьку від Партії регіонів Тамара Гветадзе також є бізнес-партнеркою чоловіка міністерки молоді та спорту Володимира Сафіулліна (ТОВ «Тріол-Авто»).,13,348b96a54914.txt,"{'T36': ('Депутат', 'JOB'), 'T40': ('міністра молоді та спорту', 'JOB')}","{'T36': ('Депутатка', 'JOB'), 'T40': ('міністерки молоді та спорту', 'JOB')}"
"Засновниками фірми є Микола Зенков та Микола Брунько, бізнес-партнер Андрія Альоші, депутата Донецької міської ради від «Сильної України».",15,"Засновницями фірми є Надія Зенкова та Надія Брунько, бізнес-партнерка Олександри Альоші, депутатки Донецької міської ради від «Сильної України».",15,348b96a54914.txt,"{'T46': ('Засновниками', 'JOB'), 'T50': ('депутата', 'JOB')}","{'T46': ('Засновницями', 'JOB'), 'T50': ('депутатки', 'JOB')}"
"Журналісти зафіксували, що засновники компаній-конкурентів мають інший спільний бізнес.",8,"Журналістки зафіксували, що засновниці компаній-конкуренток мають інший спільний бізнес.",8,cc9eda5dc1f3.txt,"{'T19': ('Журналісти', 'JOB'), 'T20': ('засновники', 'JOB')}","{'T19': ('Журналістки', 'JOB'), 'T20': ('засновниці', 'JOB')}"
"Коли до замовників приходили лише ці дві компанії, їх пропозиції взагалі залишались незмінними.",10,"Коли до замовниць приходили лише ці дві компанії, їх пропозиції взагалі залишались незмінними.",10,cc9eda5dc1f3.txt,"{'T24': ('замовників', 'JOB')}","{'T24': ('замовниць', 'JOB')}"
У 2017 році АМКУ розпочав розгляд справи про можливу змову на торгах цих двох компаній після звернення наших партнерів з ГО «Центр громадського моніторингу та досліджень».,11,У 2017 році АМКУ розпочала розгляд справи про можливу змову на торгах цих двох компаній після звернення наших партнерок з ГО «Центр громадського моніторингу та досліджень».,11,cc9eda5dc1f3.txt,"{'T27': ('партнерів', 'JOB')}","{'T27': ('партнерок', 'JOB')}"
"Колишнього слідчого Глибоцького відділення поліції Василя Скіпора визнано винним у зловживанні впливом та засуджено до штрафу у 25,5 тис. грн.",0,"Колишню слідчу Глибоцького відділення поліції Галину Скіпор визнано винною у зловживанні впливом та засуджено до штрафу у 25,5 тис. грн.",0,23fed9919583.txt,"{'T1': ('слідчого', 'JOB')}","{'T1': ('слідчу', 'JOB')}"
"Згідно з матеріалами суду, у травні цього року слідчий Василь Скіпор погодився прийняти від представника підсудних 3 тис. євро за вплив на суддів Глибоцького райсуду щодо призначення трьом обвинуваченим у справі про крадіжку покарання, не пов'язаного з позбавленням волі.",2,"Згідно з матеріалами суду, у травні цього року слідча Світлана Скіпор погодилась прийняти від представниці підсудних 3 тис. євро за вплив на суддів Глибоцького райсуду щодо призначення трьом обвинуваченим у справі про крадіжку покарання, не пов'язаного з позбавленням волі.",2,23fed9919583.txt,"{'T7': ('слідчий', 'JOB'), 'T10': ('суддів', 'JOB')}","{'T7': ('слідча', 'JOB'), 'T10': ('суддів', 'JOB')}"
"Крім цього, слідчий обіцяв вирішити з керівництвом Глибоцького відділу поліції питання щодо повернення раніше вилучених в обвинувачених речових доказів – мобільного телефону та автомобіля – до набрання вироком законної сили.",3,"Крім цього, слідча обіцяла вирішити з керівництвом Глибоцького відділу поліції питання щодо повернення раніше вилучених в обвинувачених речових доказів – мобільного телефону та автомобіля – до набрання вироком законної сили.",3,23fed9919583.txt,"{'T12': ('слідчий', 'JOB')}","{'T12': ('слідча', 'JOB')}"
29 травня підполковник поліції був затриманий правоохоронцями після отримання $600 хабара.,6,29 травня підполковниця поліції була затримана правоохоронцями після отримання $600 хабара.,6,23fed9919583.txt,"{'T21': ('підполковник поліції', 'JOB'), 'T22': ('правоохоронцями', 'JOB')}","{'T21': ('підполковниця поліції', 'JOB'), 'T22': ('правоохоронцями', 'JOB')}"
"26 червня між Скіпором та прокурором була укладена угода про визнання винуватості, відповідно до якої він отримав 25,5 тис грн штрафу.",8,"26 червня між Скіпором та прокуроркою була укладена угода про визнання винуватості, відповідно до якої вона отримала 25,5 тис грн штрафу.",8,23fed9919583.txt,"{'T27': ('прокурором', 'JOB')}","{'T27': ('прокуроркою', 'JOB')}"
Власником і директором столичної фірми «ІКК «Гаєр» був Володимир Глазков.,13,Власницею і директоркою столичної фірми «ІКК «Гаєр» була Тетяна Глазкова.,13,c1ddc42c47fb.txt,"{'T27': ('директором', 'JOB')}","{'T27': ('директоркою', 'JOB')}"
Засновником «Пропріо-К» є ТОВ «Паладіс» і ТОВ «Юридичний центр «Еквітас» з групи братів Вячеслава та Олександра Супруненків.,14,Засновниками «Пропріо-К» є ТОВ «Паладіс» і ТОВ «Юридичний центр «Еквітас» з групи сестер Людмили та Олександри Супруненків.,14,c1ddc42c47fb.txt,"{'T30': ('Засновником', 'JOB')}","{'T30': ('Засновниками', 'JOB')}"
"В'ячеслав Супруненко – депутат Київради, був одружений із дочкою екс-мера Києва Леоніда Чернівецького.",15,"Вікторія Супруненко – депутатка Київради, була одружена із сином екс-очільниці Києва Олени Чернівецької.",15,c1ddc42c47fb.txt,"{'T36': ('депутат', 'JOB'), 'T38': ('екс-мера', 'JOB')}","{'T36': ('депутатка', 'JOB'), 'T38': ('екс-очільниці', 'JOB')}"
Олександр Супруненко був народним депутатом від Партії регіонів у 2007-2012 роках.,16,Олена Супруненко була народною депутаткою від Партії регіонів у 2007-2012 роках.,16,c1ddc42c47fb.txt,"{'T42': ('народним депутатом', 'JOB')}","{'T42': ('народною депутаткою', 'JOB')}"
"Керівник апарату Верховної Ради Валентин Зайчук, його заступник Володимир Яловий, а також члени їхніх родин отримали земельні ділянки у Бучі, що під Києвом.",0,"Керівниця апарату Верховної Ради Людмила Зайчук, її заступниця Наталія Ялова, а також члени їхніх родин отримали земельні ділянки у Бучі, що під Києвом.",0,d509463360e2.txt,"{'T1': ('Керівник', 'JOB'), 'T4': ('заступник', 'JOB')}","{'T1': ('Керівниця', 'JOB'), 'T4': ('заступниця', 'JOB')}"
"У 2014 році це рішення оскаржила обласна прокуратура, яка наголошує, що Бучанська селищна рада та її голова Анатолій Федорук перевищили надані їм повноваження.",6,"У 2014 році це рішення оскаржила обласна прокуратура, яка наголошує, що Бучанська селищна рада та її голова Галина Федорук перевищили надані їм повноваження.",6,d509463360e2.txt,"{'T22': ('голова', 'JOB')}","{'T22': ('голова', 'JOB')}"
"Варто зауважити, що, за словами мера Федорука, вказані 890 га, цільове призначення яких було змінене у 2002 році, – це територія населеного пункту Буча.",10,"Варто зауважити, що, за словами очільниці Лідії, вказані 890 га, цільове призначення яких було змінене у 2002 році, – це територія населеного пункту Буча.",10,d509463360e2.txt,"{'T27': ('мера', 'JOB')}","{'T27': ('очільниці', 'JOB')}"
"Це мати Ірини Скарбовійчук, дружини Руслана Скарбовійчука, який донедавна був народним депутатом від Комуністичної партії.",13,"Це мати Івана Скарбовійчука, чоловіка Ганни Скарбовійчук, яка донедавна була народною депутаткою від Комуністичної партії.",13,d509463360e2.txt,"{'T38': ('народним депутатом', 'JOB')}","{'T38': ('народною депутаткою', 'JOB')}"
"Скарбовійчук є однопартійцем і товаришем колишнього віце-спікера Ігоря Калєтніка, який оголошений в розшук за підозру у розкраданні грошей в особливо великих розмірах та фальсифікації підрахунку голосів під час пленарного засідання Верховної Ради 16 січня 2014 році.",14,"Скарбовійчук є однопартійкою і товаришкою колишньої віце-спікерки Оксани Калєтнік, яка оголошена в розшук за підозру у розкраданні грошей в особливо великих розмірах та фальсифікації підрахунку голосів під час пленарного засідання Верховної Ради 16 січня 2014 році.",14,d509463360e2.txt,"{'T41': ('віце-спікера', 'JOB')}","{'T41': ('віце-спікерки', 'JOB')}"
Службові особи лісових господарств Житомирської області разом з підрядниками впродовж 2012-2014 років привласнили понад 1 млн грн.,0,Службові особи лісових господарств Житомирської області разом з підрядницями впродовж 2012-2014 років привласнили понад 1 млн грн.,0,0e31947e4561.txt,"{'T2': ('підрядниками', 'JOB')}","{'T2': ('підрядницями', 'JOB')}"
"Приміром, слідство вказує, що одним із підрядників лісгоспів було ТОВ «Транспортно-лісові інвестиції України».",4,"Приміром, слідство вказує, що одним із підрядниць лісгоспів було ТОВ «Транспортно-лісові інвестиції України».",4,0e31947e4561.txt,"{'T10': ('підрядників', 'JOB')}","{'T10': ('підрядниць', 'JOB')}"
"Слідчі встановили, що значну частину робіт для «Народицького спецлісгоспу» виконували місцеві мешканці і працівники лісгоспу, які отримували мінімальну зарплату.",5,"Слідчі встановили, що значну частину робіт для «Народицького спецлісгоспу» виконували місцеві мешканки і працівниці лісгоспу, які отримували мінімальну зарплату.",5,0e31947e4561.txt,"{'T12': ('Слідчі', 'JOB')}","{'T12': ('Слідчі', 'JOB')}"
Суд надав слідчим доступ до документації останнього.,7,Суд надав слідчим доступ до документації останнього.,7,0e31947e4561.txt,"{'T15': ('слідчим', 'JOB')}","{'T15': ('слідчим', 'JOB')}"
У 2011 році директором фірми був тодішній депутат Ківерцівської райради (Волинська обл.),9,У 2011 році директоркою фірми була тодішня депутатка Ківерцівської райради (Волинська обл.),9,0e31947e4561.txt,"{'T21': ('директором', 'JOB'), 'T22': ('депутат', 'JOB')}","{'T21': ('директоркою', 'JOB'), 'T22': ('депутатка', 'JOB')}"
"Надалі засновниками компанії ставали лондонська компанія «Magnat Multinational Ltd» (засновником був Богдан Мітько, директором – новозеландець Ян Тейлор), а також Віталій Малюк і Наталія Завальна.",12,"Надалі засновницями компанії ставали лондонська компанія «Magnat Multinational Ltd» (засновницею була Олена Мітько, директоркою – новозеландка Яна Тейлор), а також Едуард Малюк і Наталія Завальна.",12,0e31947e4561.txt,"{'T30': ('засновниками', 'JOB'), 'T32': ('засновником', 'JOB'), 'T34': ('директором', 'JOB')}","{'T30': ('засновницями', 'JOB'), 'T32': ('засновницею', 'JOB'), 'T34': ('директоркою', 'JOB')}"
"Нинішнім засновником і директором компанії, яка торік змінила назву на ТОВ «Індустріальна компанія «Крона», є киянин Олександр Колосюк.",13,"Нинішньою засновницею і директоркою компанії, яка торік змінила назву на ТОВ «Індустріальна компанія «Крона», є киянка Марія Колосюк.",13,0e31947e4561.txt,"{'T38': ('засновником', 'JOB'), 'T39': ('директором', 'JOB')}","{'T38': ('засновницею', 'JOB'), 'T39': ('директоркою', 'JOB')}"
"Засновником і директором ПП «Індустріальна компанія «Магнат» був Руслан Дегтяр, а з 2015 року – Степан Ляпка з Алчевська Луганської області на непідконтрольній Україні території.",15,"Засновницею і директоркою ПП «Індустріальна компанія «Магнат» була Надія Дегтяр, а з 2015 року – Олександр Ляпка з Алчевська Луганської області на непідконтрольній Україні території.",15,0e31947e4561.txt,"{'T48': ('Засновником', 'JOB'), 'T49': ('директором', 'JOB')}","{'T48': ('Засновницею', 'JOB'), 'T49': ('директоркою', 'JOB')}"
"За ним за період з квітня по липень 2012 ТОВ «Бюро Ейнштейн» передало ДП «Кіровоградський облавтодор» товару на загальну суму 21,83 млн грн., але шляховики заплатили лише 18,53млн. грн.",3,"За нею за період з квітня по липень 2012 ТОВ «Бюро Ейнштейн» передало ДП «Кіровоградський облавтодор» товару на загальну суму 21,83 млн грн., але шляховики заплатили лише 18,53млн. грн.",3,1e8b049462e1.txt,"{'T14': ('шляховики', 'JOB')}","{'T14': ('шляховики', 'JOB')}"
"11 червня Господарського суду Кіровоградської області прийняв рішення, що кіровоградські шляховики повинні виплатити ТОВ «Бюро Ейнштейн» заборгованість іншого дочірнього підприємства своєї материнської компанії ВАТ «ДАК «Автомобільні дороги України» – ДП «Шляхового ремонтно- будівельног управління №100».",6,"11 червня Господарського суду Кіровоградської області прийняв рішення, що кіровоградські шляховики повинні виплатити ТОВ «Бюро Ейнштейн» заборгованість іншого дочірнього підприємства своєї материнської компанії ВАТ «ДАК «Автомобільні дороги України» – ДП «Шляхового ремонтно- будівельног управління №100».",6,1e8b049462e1.txt,"{'T22': ('шляховики', 'JOB')}","{'T22': ('шляховики', 'JOB')}"
Засновниками ТОВ «Бюро Ейнштейн» є Гущин Сергій Миколайович та Діденко Світлана Михайлівні.,8,Засновниками ТОВ «Бюро Ейнштейн» є Гущин Сергій Миколайович та Діденко Світлана Михайлівні.,8,1e8b049462e1.txt,"{'T27': ('Засновниками', 'JOB')}","{'T27': ('Засновниками', 'JOB')}"
"Керівником товариства з квітня 2012 року вказаний Безкоровайний Михайло Валентинович, повний тезка котрого з червня 2011 є керівником та підписантом ТОВ «Група Сігур».",9,"Керівницею товариства з квітня 2012 року вказана Безкоровайна Михайлаина Валентинівна, повна тезка котрої з червня 2011 є керівницею та підписантом ТОВ «Група Сігур».",9,1e8b049462e1.txt,"{'T31': ('Керівником', 'JOB'), 'T35': ('керівником', 'JOB')}","{'T31': ('Керівницею', 'JOB'), 'T35': ('керівницею', 'JOB')}"
"Остання, - донька директора ТОВ «Енергетична група» Юрія Кулачека.",11,"Остання, - донька директорки ТОВ «Енергетична група» Юлії Кулачек.",11,1e8b049462e1.txt,"{'T39': ('директора', 'JOB')}","{'T39': ('директорки', 'JOB')}"
"«Енергетичну групу» пов'язують зі сферою впливу Олександра Буряка, брата екс-голови податкової Сергія Буряка.",12,"«Енергетичну групу» пов'язують зі сферою впливу Світлани Буряк, сестри екс-голови податкової Світлани Буряк.",12,1e8b049462e1.txt,"{'T44': ('екс-голови', 'JOB')}","{'T44': ('екс-голови', 'JOB')}"
"Національна поліція зареєструвала кримінальне провадження за заявою працівників КП «Рівненське обласне бюро технічної інвентаризації», які поскаржилися, що начальник юридично-експертного відділу використовує ресурси підприємства для свого ПП «Легіон Експерт».",0,"Національна поліція зареєструвала кримінальне провадження за заявою працівників КП «Рівненське обласне бюро технічної інвентаризації», які поскаржилися, що начальниця юридично-експертного відділу використовує ресурси підприємства для свого ПП «Легіон Експерт».",0,06d7009e4925.txt,"{'T2': ('начальник юридично-експертного відділу', 'JOB')}","{'T2': ('начальниця юридично-експертного відділу', 'JOB')}"
Суд дав слідчим доступ до ресєтраційних документів фірми та інформації про надходження коштів на рахунок фірми в Ощадбанку з 12 березня 2014 року по 14 вересня 2015 року.,4,Суд дав слідчим доступ до ресєтраційних документів фірми та інформації про надходження коштів на рахунок фірми в Ощадбанку з 12 березня 2014 року по 14 вересня 2015 року.,4,06d7009e4925.txt,"{'T8': ('слідчим', 'JOB')}","{'T8': ('слідчим', 'JOB')}"
"Як свідчить ухвала суду від 29 січня, у справі вже допитано свідків: завідувача виробничого відділу, інженерів «РОБТІ».",5,"Як свідчить ухвала суду від 29 січня, у справі вже допитано свідків: завідувачку виробничого відділу, інженерок «РОБТІ».",5,06d7009e4925.txt,"{'T15': ('завідувача виробничого відділу', 'JOB'), 'T16': ('інженерів', 'JOB')}","{'T15': ('завідувачку виробничого відділу', 'JOB'), 'T16': ('інженерок', 'JOB')}"
"Працівники вказали, що їм відомо, що до «Легіон Експерт» мають відношення директор КП і начальник юридично-експертного відділу.",7,"Працівниці вказали, що їм відомо, що до «Легіон Експерт» мають відношення директорка КП і начальниця юридично-експертного відділу.",7,06d7009e4925.txt,"{'T20': ('директор', 'JOB'), 'T21': ('начальник юридично-експертного відділу', 'JOB')}","{'T20': ('директорка', 'JOB'), 'T21': ('начальниця юридично-експертного відділу', 'JOB')}"
"Засновником і керівником «Легіон Експерт» є Мельник Андрій Володимирович, який зареєстрував фірму у квартирі за місцем своєї прописки.",12,"Засновницею і керівницею «Легіон Експерт» є Мельник Андріана Володимирівна, яка зареєструвала фірму у квартирі за місцем своєї прописки.",12,06d7009e4925.txt,"{'T27': ('Засновником', 'JOB'), 'T28': ('керівником', 'JOB')}","{'T27': ('Засновницею', 'JOB'), 'T28': ('керівницею', 'JOB')}"
Шостий апеляційний адміністративний суд направив для розгляду до суду першої інстанції справу за позовом ПАТ «Укрнафта» проти АМКУ про визнання протиправними дії антимонопольників в частині використання матеріалів НАБУ у розслідуванні змови підприємств групи «Приват» на ринку пального.,0,Шостий апеляційний адміністративний суд направив для розгляду до суду першої інстанції справу за позовом ПАТ «Укрнафта» проти АМКУ про визнання протиправними дії антимонопольниць в частині використання матеріалів НАБУ у розслідуванні змови підприємств групи «Приват» на ринку пального.,0,fa2b54229991.txt,"{'T4': ('антимонопольників', 'JOB')}","{'T4': ('антимонопольниць', 'JOB')}"
